100428,56.6102,-74.4261,104.38
195247,120.581,-74.3915,684.38
341838,-171.176,379.77,285.725
384264,-44.0476,-10.8695,75.8153
108766,-34.02,-98.6051,560.153
238269,60.7371,-58.6969,510.877
235767,-53.3038,136.309,37.7793
26773.8,245.136,-283.737,868.373
670635,24.848,3.77437,322.43
63428.5,460.032,-436.099,1004.33
535730,106.241,-139.416,403.097
1343.37,-203.116,417.403,1093.19
74114.4,-382.354,346.332,977.993
195819,-42.2005,19.6478,206.905
122261,2685.18,804.527,5774.08
486199,25.2029,-41.8322,719.143
40750.7,2673.47,2678.36,3949.89
662229,-419.304,257.036,1348.64
161337,2683.86,2720.21,3733.89
93268.8,-494.827,571.898,1279.87
94701.7,3180.03,2906.93,3395.42
61886.1,72.3702,165.186,809.165
39600.6,1149.84,-323.404,565.464
27821.5,1538.76,-513.057,1452.78
20555.8,-881.969,-403.775,1443.46
233802,-95.7973,-126.125,264.508
850844,2358.51,2375.58,3959.78
33497.2,-444.265,219.343,802.045
71210.7,-309.056,398.488,867.194
160842,299.909,-200.965,1327.22
561002,43.3277,429.956,794.491
251074,105.259,-200.03,1447.43
305105,422.365,560.519,1719.91
27011.7,337.27,354.529,2194.41
796880,-56.9362,46.328,1457.76
57942.9,30.1192,-386.436,2076.81
39476.1,325.152,-209.228,2001.59
485147,-996.536,-2243.81,4852.85
105870,-366.769,11.1574,1604.03
307223,9.56306,-54.9666,480.274
25324.1,-48.9262,-10.3939,561.301
158506,-2201.57,-15.5478,2049.16
189154,-87.6266,96.195,281.273
84477.1,-1896.64,-367.112,1804.93
83719.9,-1870.79,-200.232,1865.78
246339,45.2959,-135.13,-14.33
843544,291.314,141.271,371.886
210414,99.3312,-30.1576,2085.71
2637.96,-71.3627,-105.759,481.442
394544,-150.429,-218.865,1172.99
413763,1394.41,726.94,1905.06
869747,168.732,-176.597,408.632
48456.8,227.628,-515.953,794.269
76884.1,347.604,329.907,2890.02
161150,78.8446,-98.9432,1452.57
223410,845.864,-795.961,2415.97
27357.2,-928.075,-101.694,1222.03
337950,-115.326,-90.1796,1255.34
271531,524.022,-26.77,1854.27
79770.7,-45.0104,93.8905,1059.33
294754,1321.61,-942.135,2030.51
115136,-16.0761,56.4145,431.756
654984,-600.023,363.69,1700.03
16234.3,166.61,782.683,4448.14
16618.4,-658.57,273.45,1244.45
14434.2,221.649,696.287,4456.01
10396.9,291.253,877.425,4396.41
42096.4,638.533,207.303,1084.53
13368.8,110.192,189.51,846.535
1021.36,56.2127,278.004,872.608
679512,752.576,-788.216,2367.94
24925.6,-37.4953,-273.257,779.293
5769.26,2450.86,-3205.33,6328.02
104893,-873.177,635.794,2240.38
279040,71.4403,-41.5105,690.004
147289,-1384.62,859.416,2312.98
71275.6,-1741.54,814.731,2305.55
367389,23.0224,476.265,617.336
255330,-51.4716,5.64975,646.825
138945,-81.3173,142.173,938.129
281453,784.216,112.157,18.7319
173223,-1768.34,833.085,1956.1
38465,221.38,-314.218,1346.66
241906,731.827,-293.005,3769.59
377045,-1071.68,412.554,704.094
344685,315.41,-496.683,1525.71
507447,-18.9677,-656.818,-32.4545
44800.7,-2612.96,-513.749,2042.5
232711,-98.6619,63.9787,577.673
394273,-652.106,461.148,3524.7
897984,1750.85,730.213,3053.28
111173,-428.627,290.628,4226.31
501969,-679.193,351.143,2193.48
167518,1957.8,562.285,4022.61
95566.7,1125.15,60.2478,1246.23
146726,-42.9924,-153.218,762.403
154871,800.064,-3118.42,5418.86
112098,-222.02,-146.929,854.522
227902,661.069,51.5023,706.725
195869,-408.611,432.257,527.666
155190,-52.241,71.7133,429.294
16870.3,62.177,604.759,2145.84
108234,370.374,135.106,684.743
96873.8,-49.992,-86.4749,218.004
74786.9,-100.184,310.938,2204.97
6740.72,-38.8057,-194.142,207.524
45278.8,60.9379,-82.7099,1805.31
269567,-28.6284,-65.4834,738.162
270419,246.95,-132.689,2476.81
371095,-114.726,-90.6487,243.396
275442,-54.2407,-98.8273,1744.49
243148,196.839,253.748,1531.11
447857,-301.355,-283.571,1060.07
99686.9,-251.619,-40.9943,1636.55
35074.4,63.4258,-63.6127,917.07
25644.6,-50.3621,-605.189,1359.66
334809,-427.225,-120.286,1632.93
203359,42.7866,-100.625,2265.75
171757,103.932,-510.271,2348.35
703643,1.86642,98.7299,1612.43
118399,451.157,66.9707,3376.77
251286,-4.05918,-98.0411,1628.28
49793.4,-91.7051,216.159,1638.03
66942.8,430.65,26.995,1588.54
88484.8,70.8722,173.195,1676.61
182928,-87.3529,1170.11,3838.74
238279,1558.31,188.935,3331.8
63143.8,-86.8624,19.9328,1931.4
891.324,187.607,-651.323,6860.41
56911.2,-2642.65,2412.83,5729.03
19600.1,205.228,-821.354,7119.22
52514.3,294.41,271.907,6392.65
46101.6,10.4741,-1049.71,6919.75
54512.7,-20.791,8.21402,1904.8
71552.7,-475.167,-333.903,1949.05
336857,8.35143,1045.18,3819.88
436682,-192.281,1267.01,2106.67
115218,-358.856,-116.152,1946.22
34601.9,-192.163,814.862,4065.71
15553.4,-114.556,761.124,4188.39
131422,18.0287,-19.2197,1348.57
192588,-491.846,-456.207,2128.89
188650,156.718,-152.704,1432.84
184037,-51.3912,-123.49,580.621
309346,-815.085,-580.958,2314.11
