,rho,z,t
0,1.527107502209624,5.648683638,884.624982154025
1,0.8744820627216792,2.587638962,27.671761061065002
2,1.1500120878426954,0.9610697140000002,82.956554125195
3,1.8847588214987376,2.26337477,47.950637571035
4,0.507108695893658,1.049061502,47.950637571035
5,0.8842041102605868,4.566175362000001,103.235430635165
6,0.3234220124796474,1.049061502,455.223065529915
7,0.8744820627216792,-0.12143856200000003,82.956554125195
8,1.1597341353816029,3.8846957300000007,29.522373216325
9,0.33314406001855495,2.598866298000001,176.94848805400503
10,0.04789198735863145,2.1150941540000003,213.805016763425
11,0.9760474519675922,3.4286265460000003,363.08174375636503
12,0.24130071831154964,5.978561498,66.378901925745
13,0.9760474519675922,3.241781014,121.663694989875
14,0.9663254044286846,1.3018095299999999,250.661545472845
15,0.2315786707726421,0.8292647220000002,195.37675240871502
16,0.507108695893658,1.6919762180000002,175.097875898745
17,0.04789198735863145,-0.016971149999999914,138.241347189325
18,0.782638721014674,2.774484494,213.805016763425
19,0.608674085139571,3.3297728020000004,46.10002541577501
20,0.2315786707726421,0.4061467860000001,195.37675240871502
21,0.04789198735863145,0.6094679420000002,140.091959344585
22,1.5173854546707166,2.6314521660000003,9.243496706355002
23,0.2315786707726421,0.4061467860000001,27.671761061065002
24,1.0581687461356901,2.499647174,379.65939595581506
25,1.2418554295497006,1.856732458,82.956554125195
26,1.1500120878426954,2.5161227980000005,1162.8995596299353
27,0.9663254044286846,2.6370658340000004,101.384818479905
28,0.507108695893658,1.6755005940000003,46.10002541577501
29,0.41526535418665267,1.708451842,140.091959344585
30,0.782638721014674,1.065537126,27.671761061065002
31,0.3234220124796474,1.708451842,64.528289770485
32,0.8744820627216792,2.604114586,156.669611544035
33,0.13973532906563677,0.38967116200000007,176.94848805400503
34,3.1802876529357196,3.8790820620000006,363.08174375636503
35,0.8842041102605868,3.208829766000001,455.223065529915
36,0.5989520376006634,1.472179438,215.655628918685
37,0.3234220124796474,0.8457403460000003,270.940421982815
38,2.9868789219828016,1.8346431660000002,158.520223699295
39,0.41526535418665267,0.23577687800000008,121.663694989875
40,2.068445504912748,1.68636255,46.10002541577501
41,0.41526535418665267,1.472179438,657.933973431725
42,0.6907953793076687,0.6424191900000003,82.956554125195
43,0.13973532906563677,0.4061467860000001,158.520223699295
44,0.13973532906563677,0.8292647220000002,101.384818479905
45,0.13973532906563677,1.032585878,121.663694989875
46,0.5989520376006634,1.2523826579999997,9.243496706355002
47,1.0581687461356901,1.994151118,103.235430635165
48,1.0581687461356901,0.521476154,82.956554125195
49,0.5989520376006634,2.521736466,121.663694989875
50,0.5168307434325656,6.011512746000001,101.384818479905
51,0.41526535418665267,0.23577687800000008,140.091959344585
52,1.3336987712567059,1.213817742,269.08980982755503
53,0.8744820627216792,1.6919762180000002,82.956554125195
54,0.9663254044286846,1.3018095299999999,270.940421982815
55,0.2315786707726421,0.6094679420000002,9.243496706355002
56,1.1500120878426954,2.6149765420000004,140.091959344585
57,0.04789198735863145,2.3184153100000002,84.80716628045501
58,1.80263752733064,3.3241591340000003,621.077444722305
59,0.13973532906563677,2.3843178060000003,252.512157628105
60,0.41526535418665267,1.049061502,29.522373216325
61,0.608674085139571,5.077285086000001,9.243496706355002
62,0.3234220124796474,1.472179438,46.10002541577501
63,0.2315786707726421,-0.0004955259999998851,269.08980982755503
64,2.7210709444006933,3.6263340340000005,510.507858594045
65,0.507108695893658,1.049061502,735.348255161085
66,0.2315786707726421,-0.20381668200000008,213.805016763425
67,0.41526535418665267,1.708451842,621.077444722305
68,0.41526535418665267,1.2523826579999997,101.384818479905
69,0.6907953793076687,0.8457403460000003,344.65347940165503
70,0.5168307434325656,3.1594028940000003,176.94848805400503
71,0.3234220124796474,0.6424191900000003,46.10002541577501
72,0.9663254044286846,1.9447242459999998,455.223065529915
73,2.5373842609866823,3.8626064380000007,156.669611544035
74,2.8129142861076986,2.780098162,213.805016763425
75,2.353697577572672,3.6263340340000005,9.243496706355002
76,3.1802876529357196,3.016370566,46.10002541577501
77,0.2315786707726421,0.8292647220000002,361.231131601105
78,0.04789198735863145,-0.016971149999999914,84.80716628045501
79,2.445540919279677,2.6097282539999997,252.512157628105
80,3.455817678056736,3.367972338,27.671761061065002
81,0.507108695893658,1.065537126,158.520223699295
82,0.8744820627216792,1.708451842,307.79695069223504
83,1.527107502209624,2.20869961,269.08980982755503
84,0.13973532906563677,1.2523826579999997,121.663694989875
85,2.5373842609866823,3.439488502,621.077444722305
86,0.2315786707726421,1.032585878,66.378901925745
87,0.7923607685535816,3.3627240500000006,103.235430635165
88,4.649781120247805,5.164911494000001,399.938272465785
89,1.4352641605026188,2.477923262,103.235430635165
90,0.04789198735863145,0.8292647220000002,64.528289770485
91,0.8744820627216792,1.065537126,176.94848805400503
92,0.8744820627216792,2.148045402,140.091959344585
93,0.6907953793076687,1.2523826579999997,29.522373216325
94,0.41526535418665267,1.708451842,492.079594239335
95,0.782638721014674,0.8622159700000003,9.243496706355002
96,0.04789198735863145,-0.4400890860000001,176.94848805400503
97,0.5989520376006634,2.75800887,1489.0564815489352
98,0.507108695893658,0.23577687800000008,82.956554125195
99,0.3234220124796474,0.01598009800000011,213.805016763425
100,1.3336987712567059,2.142431734,103.235430635165
101,1.3336987712567059,2.3787041380000002,82.956554125195
102,0.41526535418665267,1.065537126,84.80716628045501
103,0.9663254044286846,1.505130686,176.94848805400503
104,0.41526535418665267,1.2688582819999998,29.522373216325
105,1.3336987712567059,0.41700874200000015,398.08766031052505
106,0.8842041102605868,3.412150922000001,158.520223699295
107,0.507108695893658,0.42262241000000006,84.80716628045501
108,0.5989520376006634,0.8292647220000002,101.384818479905
109,0.41526535418665267,1.049061502,269.08980982755503
110,0.6907953793076687,1.6755005940000003,269.08980982755503
111,0.3234220124796474,0.4061467860000001,158.520223699295
112,0.41526535418665267,1.6919762180000002,176.94848805400503
113,0.13973532906563677,-0.0004955259999998851,9.243496706355002
