10,12.08
20,11.28
30,10.5
40,12.11
50,13.89
60,14.32
70,14.41
80,14.77
90,17.11
100,18.57
200,29.92
300,1637.94
400,1308.12
500,4480.77
600,7052.15
700,10580.81
800,11443.17
900,15034.09
1000,17278.72
2000,34449.54
