19434.2,241.636,76.2468,165.994,0
4855.77,346.38,-60.641,99.5813,0
53803.7,-209.244,-230.137,137.947,22
100323,-59.1009,-134.395,280.547,44
44358.4,-343.461,-85.3281,-1.07285,22
163905,-153.273,-150.783,469.289,66
25856.9,66.8712,111.027,577.286,66
137361,376.341,125.881,261.683,22
163578,1199.57,1047.59,1177.46,0
363260,265.19,-171.066,708.906,44
129631,-186.088,118.967,891.516,66
9252.03,1171.21,1220.94,1506.47,0
26593.2,1981.46,1018.52,2355.67,0
171856,-146.777,53.5772,994.364,66
23359.1,163.015,-669.118,1706.13,0
247699,339.808,-25.9353,765.311,44
218049,143.291,728.123,1215.66,66
328278,455.065,-1216.6,3184.71,22
272487,608.192,85.9264,578.428,44
125591,692.352,-1416.5,3269.51,22
96927.5,448.42,-1324.93,3328.29,22
584296,-65.6002,-399.153,541.252,1
148477,-3210.89,-659.407,2824.02,1
724532,282.448,2191.4,3808.33,66
96592.3,-8.1161,-354.434,1109.02,23
281845,-32.7085,200.852,569.136,45
66523,199.715,86.2601,715.82,45
49169.5,79.8004,68.4062,666.456,67
83160.9,230.236,299.634,450.998,45
4101.46,139.315,-0.459312,657.726,46
95883.8,-141.698,-132.354,819.528,46
655349,-637.216,-1013.3,3143.01,1
141049,-215.381,-106.905,1026.04,46
8022.4,-534.367,-960.67,2964.43,1
19057.9,-892.597,-1362.08,2654.42,1
440719,158.107,-34.0517,760.567,67
202806,-840.716,-1300.48,2685.18,1
960855,-242.41,-725.21,2751.91,23
83357.9,-984.762,-1123.12,2783.65,1
381510,-51.85,-258.957,884.771,67
222836,-942.053,-1419.31,2563.84,1
212343,-576.641,-268.318,1756.23,23
147258,157.086,-1073.54,1533.43,67
810344,381.468,-207.309,1838.66,46
98478.8,803.442,-1274.66,1484.15,67
36584.6,656.397,-2202.43,1828.07,67
240727,-63.9649,634.565,1834.77,24
344870,412.237,-430.005,1697.96,46
477917,57.8405,17.9498,1225.98,2
20809.5,-59.8661,256.822,649.845,68
147068,-90.6993,548.968,1333.88,24
4055.5,432.269,-208.847,2097.34,46
11011.1,-34.4175,-201.54,843.287,68
180872,-542.971,493.839,1527.07,24
149582,-184.373,401.26,1656.53,46
39133.1,-101.686,584.348,1463.54,24
23917.2,-219.467,515.324,1392.54,46
34641.5,-1074.83,217.518,2229.72,24
428195,-106.889,44.9409,923.127,68
88934.1,-1313.51,-250.007,2499.1,24
186731,-373.345,-171.521,1718.01,46
765849,-185.401,28.7896,1145.37,2
77774.4,-157.031,-149.196,1692.47,68
121905,101.67,380.469,538.625,47
228060,-1226.01,242.803,1840.24,24
58563.6,-2231.01,577.01,1477.41,2
66544.2,-150.957,744.464,2136.27,24
102919,73.1941,698.312,2232.05,24
35899.5,-43.0095,15.9199,1115.33,25
421431,-81.4149,-335.244,1046.32,68
367098,671.63,647.023,700.197,47
295777,-1217.62,183.356,2310.89,2
