rho,z,t
0.7004362797470299,0.7517691500000003,211.04753624625002
0.8549449597252989,3.06847535,227.93087868915
1.9365057195731823,2.1675340500000004,8.447426931450002
1.009453639703568,2.0388281500000005,177.28085136045001
0.23691023981222273,0.3656514500000003,109.74748158885001
1.3184709996601063,3.06847535,8.447426931450002
1.009453639703568,1.5240045500000003,346.11427578945006
0.23691023981222273,2.93976945,42.21411181725001
1.009453639703568,2.2962399500000004,25.330769374350005
0.08240155983395367,-0.14917214999999984,25.330769374350005
0.3914189197904918,1.0091809500000004,362.9976182323501
0.23691023981222273,0.3656514500000003,346.11427578945006
1.6274883596166445,2.0388281500000005,143.51416647465
0.5459275997687608,0.7517691500000003,177.28085136045001
1.009453639703568,3.7120048500000005,514.9477002184501
0.5459275997687608,1.3952986500000002,42.21411181725001
0.3914189197904918,0.8804750500000005,143.51416647465
0.3914189197904918,1.3952986500000002,42.21411181725001
0.5459275997687608,2.4249458500000003,75.98079670305
1.7819970395949134,5.38518155,481.1810153326501
0.23691023981222273,0.8804750500000005,109.74748158885001
0.23691023981222273,2.1675340500000004,194.16419380335
1.3184709996601063,3.3258871500000007,194.16419380335
3.636101199334142,7.05835825,329.23093334655005
0.5459275997687608,1.0091809500000004,244.81422113205002
0.5459275997687608,1.1378868500000003,582.4810699900502
2.709049119464528,4.48424025,751.3144944190501
0.3914189197904918,1.0091809500000004,59.09745426015001
4.717661959182025,4.741652050000001,396.76430311815005
1.6274883596166445,3.4545930500000006,194.16419380335
1.6274883596166445,4.09812255,227.93087868915
0.08240155983395367,1.0091809500000004,92.86413914595002
0.23691023981222273,0.7517691500000003,312.34759090365003
1.3184709996601063,3.06847535,498.0643577755501
2.0910143995514514,1.5240045500000003,126.63082403175001
1.9365057195731823,0.10823965000000024,886.3812339622501
0.5459275997687608,1.9101222500000004,92.86413914595002
0.8549449597252989,2.68235765,329.23093334655005
0.23691023981222273,2.81106355,109.74748158885001
0.8549449597252989,1.0091809500000004,92.86413914595002
0.5459275997687608,0.7517691500000003,109.74748158885001
0.23691023981222273,1.5240045500000003,244.81422113205002
0.08240155983395367,4.999063850000001,109.74748158885001
0.5459275997687608,3.8407107500000004,59.09745426015001
0.8549449597252989,1.9101222500000004,362.9976182323501
0.7004362797470299,3.7120048500000005,59.09745426015001
0.3914189197904918,5.51388745,312.34759090365003
0.3914189197904918,2.4249458500000003,413.64764556105007
0.7004362797470299,3.4545930500000006,126.63082403175001
0.3914189197904918,0.6230632500000002,346.11427578945006
0.23691023981222273,1.6527104500000005,92.86413914595002
2.4000317595079896,9.375064450000002,143.51416647465
0.3914189197904918,1.0091809500000004,160.39750891755
1.009453639703568,3.1971812500000003,194.16419380335
1.7819970395949134,1.3952986500000002,59.09745426015001
1.009453639703568,3.3258871500000007,42.21411181725001
0.3914189197904918,0.6230632500000002,126.63082403175001
0.8549449597252989,1.5240045500000003,329.23093334655005
1.9365057195731823,1.9101222500000004,126.63082403175001
0.7004362797470299,0.6230632500000002,312.34759090365003
0.23691023981222273,0.49435735000000025,75.98079670305
1.4729796796383754,2.0388281500000005,8.447426931450002
1.1639623196818372,0.3656514500000003,244.81422113205002
0.23691023981222273,0.23694555000000028,42.21411181725001
2.0910143995514514,2.4249458500000003,92.86413914595002
0.23691023981222273,0.7517691500000003,278.58090601785005
0.23691023981222273,1.3952986500000002,379.88096067525004
1.009453639703568,1.3952986500000002,211.04753624625002
0.3914189197904918,1.2665927500000003,143.51416647465
1.6274883596166445,1.7814163500000004,211.04753624625002
0.7004362797470299,1.9101222500000004,75.98079670305
0.08240155983395367,0.7517691500000003,59.09745426015001
0.7004362797470299,2.4249458500000003,75.98079670305
4.099627239268949,7.57318185,143.51416647465
0.23691023981222273,0.6230632500000002,8.447426931450002
0.08240155983395367,1.0091809500000004,616.2477548758501
0.3914189197904918,0.7517691500000003,109.74748158885001
0.5459275997687608,0.3656514500000003,126.63082403175001
0.5459275997687608,3.7120048500000005,160.39750891755
0.08240155983395367,2.0388281500000005,177.28085136045001
