11.99,1
11.73,2
10.83,3
11.69,4
10.05,5
10.68,6
10.32,7
10.51,8
10.39,9
12.08,10
9.52,11
9.32,12
9.65,13
10.04,14
10.08,15
11.13,16
10.43,17
9.59,18
10.98,19
11.28,20
10.5,30
12.11,40
13.89,50
14.32,60
14.41,70
14.77,80
17.11,90
18.57,100
29.92,200
1637.94,300
1308.12,400
4480.77,500
7052.15,600
10580.81,700
11443.17,800
15034.09,900
17278.72,1000
34449.54,2000
