123659,42.7795,40.9634,447.165,66
100322,-59.7186,-134.527,287.154,44
51203.8,-147.506,-184.253,222.962,22
118231,283.695,149.284,2025.72,0
133804,-380.434,-182.443,130.792,66
123962,1454,269.776,2934.32,0
64224.9,23.4842,-987.373,1103.52,66
363235,184.286,87.2895,802.888,44
354899,149.247,-1862.95,447.02,22
101642,-5.38541,-40.1562,688.788,1
152988,392.315,-120.348,577.307,44
479343,299.664,333.621,1261.87,66
133690,-1.84306,47.4768,414.999,22
355713,25.2467,-99.1646,495.958,1
173507,-437.831,200.503,1507.19,66
512336,-38.1719,17.1183,435.9,22
40743.7,-4.69474,-82.6591,923.151,1
177149,89.229,25.8256,885.224,1
493457,-330.895,210.669,1557.94,66
16123.4,-319.732,1391.59,3492.57,2
28693.6,264.03,149.896,298.184,23
95432.4,-405.453,1262.03,3820.53,2
1.19801e+06,641.428,543.516,1550.13,44
43803.1,-502.284,33.0787,1992.88,2
47394.4,-507.839,293.426,2034.92,2
240837,-89.4707,806.964,1774.49,24
513810,-481.194,8.88849,1681.22,66
62019,94.5887,581.875,1264.75,66
117749,1369.42,1208.14,2291.25,45
89110.2,1234.06,-186.59,4296.7,2
21176.3,1380.82,1090.07,2478.6,45
136611,-1012.38,403.558,3476.6,24
57732.5,102.463,645.369,1283.06,66
309.107,672.617,270.768,1641.37,66
54005.1,1533.5,1136.39,2392.5,45
41236,-895.794,399.624,2892.71,2
114251,-926.36,442.396,3372.98,24
4539.46,-804.649,374.444,2845.83,2
108751,-47.856,-29.3374,618.628,67
71136,1278.8,2286.7,2412.32,45
48906.2,97.7118,-372.378,949.008,46
53445.7,-251.997,492.114,1842.9,3
169600,-41.3176,102.447,927.829,46
503141,549.776,-685.809,854.022,67
63068.2,-224.01,66.2852,920.233,46
176779,-210.834,556.88,2077.82,3
22055.8,-390.207,-334.038,1524.35,67
643697,-943.195,759.903,2396.36,24
120775,-411.038,-336.679,1974.92,67
106073,-386.612,-278.654,1785.74,67
354958,-234.56,137.79,1143.52,46
415627,81.9429,207.546,758.952,3
97525.7,203.402,-26.9441,703.051,46
430115,-598.506,687.521,2264.09,24
251580,-481.885,-245.087,1591.33,67
85578.9,552.765,784.975,1049.63,46
113723,405.959,3.53194,2791.16,4
126065,-1747.34,455.873,3788.64,24
5393.03,-1874.75,414.611,3864.89,24
117531,-452.667,115.714,2215.19,67
91166.9,-211.905,-106.77,794.503,47
348565,-1075.75,-280.732,3609.95,4
102300,-193.749,704.766,836.381,67
15429.9,-1025.41,-394.551,3468.64,4
396128,-8.70883,193.461,1261.81,25
311942,177.219,83.4978,1455.35,47
184310,426.238,303.789,1000.27,67
42644.6,189.117,56.4522,1219.15,25
192685,-575.516,-431.746,1247.21,4
36605.1,344.58,-276.106,1145.83,67
43869.5,64.2781,64.0744,1516.49,25
77705.2,-574.772,-353.382,1139.06,4
56724.4,232.179,-397.225,1133.52,67
70683.6,-573.647,-242.313,1023.22,4
267079,419.303,-40.2741,2563.05,25
44048.1,-173.713,-198.55,2123.48,4
308784,240.431,17.5044,1955.79,67
529212,158.259,-58.7124,2010.47,47
93855,80.7452,-1034.42,1798.99,4
178290,-53.7224,257.227,1071.65,68
105568,893.061,-864.317,1701.13,4
131330,205.296,-0.447082,1330.84,47
29872.6,-16.5346,277.929,1748.23,47
283320,68.1658,-36.218,1468.74,26
79346.5,1.90391,245.974,-63.363,48
5298.42,1715.88,-1189.1,1137.56,26
192932,598.295,-480.33,469.133,48
388889,99.6074,89.9396,857.887,68
