14117,28.5064,88.4352,83.8916
83821.9,114.353,142.392,5.11121
188934,43.9053,-31.9916,0.0929317
44650.2,69.8841,-3.37737,206.792
220905,55.724,-120.967,22.1777
120080,-75.658,-93.5549,132.7
88435.9,-91.9517,2.98793,470.98
140995,-160.994,30.775,-74.3912
17419.6,27.3577,-164.932,-7.23582
414054,-83.1233,-29.5758,192.936
150469,-45.4823,96.3321,-57.0736
125733,-20.9965,-13.5911,224.626
135247,-32.0274,-41.814,41.7424
383453,89.2285,-51.9881,408.762
545.041,-12.3462,37.8954,217.916
438092,106.157,-36.6717,64.1226
253348,26.9537,-109.504,140.677
14355.9,83.2639,42.0565,126.071
34933.6,102.02,35.012,100.224
212515,56.1386,14.3704,173.231
111311,-148.966,-48.2442,197.601
200717,-255.271,-15.3483,224.553
282708,-8.41019,5.86601,111.547
125778,-14.5451,64.0019,65.686
153494,-89.4247,-13.5018,16.2552
329486,53.8676,-62.0047,-118.988
340873,-46.5938,-20.9266,-25.1315
54898.8,-23.19,106.074,25.8522
334063,-31.8936,-130.244,172.15
92294.9,-77.3033,94.3572,-71.1856
149644,68.8292,-157.607,1.95315
71159.3,-24.0311,-65.2472,124.7
8531.11,30.4659,-122.298,166.456
417652,101.83,116.717,-39.1589
386623,-110.169,-3.85096,404.657
438420,104.111,-7.46354,13.2726
122842,18.3278,79.2041,31.278
116743,-105.09,57.1739,37.3237
18671.1,-37.1056,16.6867,65.0966
112812,-168.998,36.2222,445.235
62015.8,2.11858,-87.4015,21.0382
36590.7,93.2123,-68.7548,200.3
349987,196.7,-124.044,115.043
591181,-202.193,22.6379,299.609
89432.1,-5.63894,39.9588,252.019
254941,-37.4977,94.3074,297.628
371076,-17.1757,65.1169,-111.361
82005.9,17.837,-55.3591,162.839
17658.4,215.396,12.71,223
60277.4,8.13243,74.0614,67.1995
99477.6,-141.316,9.45125,165.554
35027.4,-76.6728,53.2396,194.039
128674,55.1625,44.9565,-43.2863
9594.03,56.2841,-16.9742,36.973
417087,-19.2072,-103.483,263.586
203341,159.793,257.338,97.9531
158522,-76.6869,-123.603,150.26
400997,70.9875,37.7061,96.5539
116589,90.1981,-2.10227,-16.6867
39119.5,10.6785,-83.4262,134.548
106800,-5.66061,110.556,76.5771
305654,-43.9387,90.8093,125.389
142980,35.7178,250.579,30.2478
29971.7,60.3682,122.796,-181.787
494325,79.7375,-52.0183,13.3461
11586.2,134.933,-78.9403,-134.783
203242,39.4766,-20.1604,216.44
73547.4,-62.2864,-8.36635,172.441
38553.2,-8.83959,0.15325,130.961
60348,77.6046,-45.3629,0.0183307
601642,44.2923,22.8143,77.1832
245387,114.583,-47.7591,164.405
760262,17.0331,225.367,313.817
15784.8,-31.1948,-23.8764,79.8186
4777.17,70.7644,20.9746,88.1864
225585,20.9814,-19.0869,-39.9722
618827,46.6687,-37.3581,53.454
39283.2,-116.778,-53.0167,94.5061
305140,106.832,26.1668,108.996
4483.86,-24.1814,-56.8797,-39.6946
43813.6,-11.6164,-5.02118,270.968
224424,99.34,15.7388,122.047
247710,-169.045,163.143,106.59
260603,-53.5668,12.3507,26.9568
863874,-89.548,357.125,73.1536
163805,64.5141,-83.0396,60.7111
66660.4,-173.636,-77.6225,353.852
128608,6.72438,100.033,19.3699
202199,-2.64785,87.3015,187.751
44217,140.383,113.562,165.684
88231.2,54.1063,29.4119,283.724
526257,2.44067,-15.5568,163.564
1.07354e+06,-185.49,-112.7,-102.282
39162.9,50.2389,-35.172,165.408
45622.1,63.1717,-61.8892,178.87
39266.4,11.4343,-201.16,47.7251
158464,-165.707,97.8625,67.3363
261940,98.9538,-30.2333,140.874
350298,49.2194,-42.713,178.943
677805,-186.296,30.3802,140.881
67914.7,4.13777,-15.0791,116.124
485757,-223.067,117.672,37.6009
69350.6,-79.1518,5.58972,123.419
267480,-114.828,-76.3369,-5.12386
579068,9.90083,-68.8374,13.6909
68798.1,-31.7959,5.1329,137.692
92273.5,-29.0789,43.2025,138.237
375100,27.149,146.871,-51.3294
182759,-16.6297,17.2779,381.455
26623.5,-77.0683,-147.886,-76.6984
232885,77.153,46.6977,115.455
126433,-89.5761,29.8651,168.29
647521,139.048,-52.4611,-110.794
129296,88.1282,-18.4132,-62.6701
119875,20.8749,-33.1407,84.2974
52522.1,-110.612,-84.9173,250.795
49749,109.941,83.0074,-8.95246
166494,-40.8583,-12.6684,45.0273
95278.4,-31.4652,-83.6549,1.0114
34844.4,-82.1853,16.9664,25.0579
43113.2,57.4792,64.3575,38.7156
415351,-28.0213,115.16,157.869
110895,-7.00052,-10.1674,24.2365
120855,-42.2398,-124.671,95.3304
189880,0.818488,127.129,226.906
151920,-30.2545,184.227,-88.0353
127738,-42.8554,68.0122,145.026
8442.86,-0.782377,0.519227,-2.84189
304475,-127.783,34.3082,13.1083
133963,12.5997,-84.8509,339.104
69223.2,-67.3356,-17.4647,109.145
91305.3,-64.006,97.2846,193.599
174145,-90.5127,-186.512,183.945
56664.4,-0.195671,-18.7543,337.202
109138,121.41,-1.2948,95.3863
172095,76.7802,-38.6928,139.083
513602,-238.89,-179.314,166.613
264314,200.853,49.1296,94.6232
271442,78.3069,-85.7293,132.236
308019,-70.8496,-36.7928,57.2234
1.98048e+06,-26.9254,162.237,-139.355
214260,-192.017,-76.0863,-29.1459
34892.8,-78.5978,110.121,233.255
39589,2.89509,-122.24,162.334
83101.3,49.8629,53.6696,-4.10983
54321.7,8.4838,121.132,-8.22651
543766,-48.4056,73.2996,157.53
85019.2,39.69,-23.5349,147.727
29168,3.97268,17.5012,68.9647
308333,96.1534,217.567,-148.331
349104,20.1409,77.6935,217.076
38447.5,33.2108,23.4181,171.022
129425,-46.7471,110.605,153.494
73601.5,30.4055,105.805,108.55
119160,64.7021,-22.3512,82.5049
116869,8.45522,89.7029,-23.4887
107392,70.3294,99.4967,245.099
19779,15.2267,29.2989,672.875
224007,5.04423,-28.4118,0.0387231
28535.6,2.31534,-44.0594,32.3018
137060,-4.65524,-53.0903,-78.2127
44433.7,-2.01457,6.86247,98.9189
32538.9,76.8938,-71.4669,134.466
56922.9,-21.4886,30.4835,-47.6014
405930,-96.1875,123.955,485.692
298628,4.90817,34.232,-91.4127
831702,-1.65468,-66.6473,201.97
148320,36.4965,-141.576,-28.0642
13165.6,-6.7586,-69.7755,66.4574
515923,119.232,34.1584,37.5943
153611,61.5637,31.4504,187.576
28385.8,-41.0329,-29.7027,156.72
99834.2,19.0419,-0.246426,265.745
106195,158.508,21.9767,-83.2212
22588.4,-35.9664,-65.855,281.371
289574,32.2556,-72.1295,29.3246
42221.5,-56.551,-92.8148,70.9551
318347,-92.7817,217.218,206.208
13380,-16.0713,46.8786,29.1746
163342,21.64,-24.1664,159.959
605224,12.6135,66.1408,305.979
71819.8,34.7595,52.5695,104.077
307256,-16.4501,-144.395,32.2311
281645,55.8709,21.7311,83.5254
88931.3,-30.5586,-64.2738,181.719
327080,-18.3784,59.8961,-6.2535
137789,-69.704,-23.5798,55.4478
104374,-8.45779,-87.0114,-52.3136
97356.1,38.5076,-53.5639,186.245
172813,91.3796,-45.3196,18.9021
183769,-154.288,126.573,214.434
1851.46,-32.6877,119.279,129.087
294250,307.901,-10.9722,137.554
190484,-158.392,2.5579,145.884
388396,-213.944,78.1553,102.096
292593,-119.872,-32.4183,258.487
242472,-30.1139,-21.5105,65.0598
341712,51.896,27.0597,145.417
76721.8,191.698,-154.093,24.7339
89769.5,-61.0278,-19.4397,64.3866
85140.5,-2.09932,30.919,4.93038
174491,27.6719,72.5518,115.798
54105.8,-2.33223,-12.2287,112.625
461310,-19.1827,108.247,227.032
301789,-14.2674,-103.144,-49.0353
49372.2,-43.5204,-111.548,100.565
64174.7,-160.475,91.7392,85.1686
82215.5,139.569,-354.688,359.867
14859.3,-8.63671,-49.9746,16.7705
145586,134.066,-155.227,279.797
135404,73.3017,-2.3831,124.812
45788.4,-32.8274,50.585,68.183
106487,-14.6473,-66.5218,145.303
339043,9.91405,231.911,39.2039
54601.1,217.224,31.0695,35.6594
122085,24.1943,-105,142.448
169974,143.834,46.6512,-44.5719
16934.5,-39.1169,91.8393,154.886
371534,172.76,-198.702,348.84
251002,-120.091,-17.2298,309.06
430586,22.3948,65.1884,86.1448
269771,-112.643,26.1168,89.4639
13486.7,-48.3757,15.0543,71.3331
93012.6,-99.9214,-64.0528,-74.5066
392996,-19.9233,-13.737,17.3783
220472,-215.002,56.6096,178.455
206703,23.3876,-21.5706,22.6859
105282,-13.4675,-72.2402,27.8738
216921,4.08527,-3.04199,-4.49728
2501.64,-55.9788,-52.4305,188.27
4610.07,-24.2958,-78.3054,256.233
5222.87,-50.9154,7.03035,102.37
38750.3,-144.035,147.135,225.1
142831,110.175,150.949,211.844
32098.8,-49.2797,5.22908,249.404
359712,53.82,48.2628,-74.2634
151201,13.9347,-99.7297,68.4981
652782,18.4803,-31.5275,-164.687
776465,-137.585,130.47,259.07
892409,-227.096,-289.529,121.605
522589,194.961,169.093,405.722
335277,25.6974,96.498,289.079
147929,95.467,-47.7317,61.5485
19194.6,42.7771,-126.839,55.9788
